Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2018,9,1,05:00,UTC,8,1021.3,99,,,16.1,16.1,7853,62,4.3,2.5
2018,9,1,05:10,UTC,8,1021.4,99,,,16.2,16.1,9881,73,4.7,2.8
2018,9,1,05:20,UTC,8,1021.4,99,,,16.2,16.1,9691,68,4.9,2.8
2018,9,1,05:30,UTC,8,1021.5,99,,,16.2,16.1,10700,72,3.9,2.1
2018,9,1,05:40,UTC,8,1021.6,99,,,16.2,16.1,10922,79,3.7,2.1
2018,9,1,05:50,UTC,8,1021.7,99,,,16.3,16.1,11221,76,3.2,1.9
2018,9,1,06:00,UTC,8,1021.7,99,,,16.3,16.1,11095,72,3.1,1.7
2018,9,1,06:10,UTC,8,1021.7,98,,,16.3,16.1,10962,76,3.6,1.8
2018,9,1,06:20,UTC,8,1021.7,99,,,16.3,16.1,11974,65,3.1,1.8
2018,9,1,06:30,UTC,8,1021.8,98,,,16.4,16.2,11011,87,2.8,1.8
2018,9,1,06:40,UTC,8,1021.7,99,,,16.4,16.2,8880,70,3.2,1.8
2018,9,1,06:50,UTC,8,1021.7,99,,,16.4,16.3,8252,75,3.5,2
2018,9,1,07:00,UTC,8,1021.7,99,,,16.5,16.3,6907,62,4.2,2
2018,9,1,07:10,UTC,8,1021.7,99,,,16.5,16.3,7754,61,3.8,2.2
2018,9,1,07:20,UTC,8,1021.8,100,,,16.5,16.4,8528,59,2.5,1.4
2018,9,1,07:30,UTC,8,1021.8,100,,,16.5,16.5,7492,50,2.7,1.2
2018,9,1,07:40,UTC,7,1021.8,99,,,16.6,16.5,10341,42,3.1,1.3
2018,9,1,07:50,UTC,7,1021.8,99,,,17,16.7,12337,45,3.6,1.6
2018,9,1,08:00,UTC,7,1021.8,98,,,17.4,17.1,14156,53,3.8,1.7
2018,9,1,08:10,UTC,7,1021.8,98,,,17.4,17,15502,76,3.7,2.2
2018,9,1,08:20,UTC,7,1021.6,96,,,17.2,16.5,19257,80,5.7,3.5
2018,9,1,08:30,UTC,7,1021.6,97,,,17.1,16.6,12295,78,5.5,2.8
2018,9,1,08:40,UTC,7,1021.6,98,,,17.1,16.8,9761,73,5.4,2.9
2018,9,1,08:50,UTC,7,1021.6,98,,,17.7,17.3,13185,75,4.7,2.6
2018,9,1,09:00,UTC,7,1021.6,95,,,18.1,17.2,21734,85,5.5,3
2018,9,1,09:10,UTC,7,1021.7,94,,,18,17,28137,76,6.6,3.4
2018,9,1,09:20,UTC,7,1021.7,93,,,18.2,17.1,27611,97,6.5,4.3
2018,9,1,09:30,UTC,7,1021.8,93,,,18.2,16.9,29047,101,7.6,4.6
2018,9,1,09:40,UTC,7,1021.9,92,,,18,16.7,33683,102,5.7,4.1
2018,9,1,09:50,UTC,7,1022,91,,,18.1,16.7,30208,106,5.7,3.7
2018,9,1,10:00,UTC,8,1022.1,93,,,17.7,16.5,34656,101,5.2,3.7
2018,9,1,10:10,UTC,8,1022.2,94,,,17.6,16.7,28651,110,5.2,3.4
2018,9,1,10:20,UTC,8,1022.2,95,,,17.7,16.8,31796,105,5.3,3.2
2018,9,1,10:30,UTC,8,1022.1,94,,,17.6,16.6,33131,99,4.6,2.9
2018,9,1,10:40,UTC,8,1022.3,94,,,17.5,16.5,26851,115,4.1,2.9
2018,9,1,10:50,UTC,8,1022.3,93,,,17.5,16.4,26258,126,4.1,2.7
2018,9,1,11:00,UTC,8,1022.4,94,,,17.7,16.7,28193,118,2.8,1.9
2018,9,1,11:10,UTC,8,1022.4,93,,,17.9,16.7,27299,112,2.8,2
2018,9,1,11:20,UTC,8,1022.4,91,,,18,16.5,28417,121,3.1,1.9
2018,9,1,11:30,UTC,8,1022.5,88,,,18.1,16,24045,135,4,2.7
2018,9,1,11:40,UTC,8,1022.4,88,,,18.3,16.3,26947,151,4.1,2.7
2018,9,1,11:50,UTC,8,1022.4,88,,,18.6,16.5,23452,150,4.6,3.2
2018,9,1,12:00,UTC,8,1022.4,87,,,18.2,16.1,23544,142,4.1,3
2018,9,1,12:10,UTC,8,1022.4,88,,,18,16,21014,135,4.5,2.9
2018,9,1,12:20,UTC,8,1022.4,89,,,17.8,16,21642,148,4.2,2.8
2018,9,1,12:30,UTC,8,1022.4,89,,,17.7,15.8,20719,145,4.3,2.9
2018,9,1,12:40,UTC,8,1022.6,88,,,17.7,15.7,21182,143,3.7,2.8
2018,9,1,12:50,UTC,8,1022.5,89,,,18.2,16.4,20313,146,3.2,2.1
2018,9,1,13:00,UTC,6,1022.5,86,,,18.4,16.1,20932,124,3.2,2.3
2018,9,1,13:10,UTC,4,1022.5,87,,,18.2,16,21539,122,2.7,1.9
2018,9,1,13:20,UTC,5,1022.6,86,,,18.5,16,22203,138,2.6,1.2
2018,9,1,13:30,UTC,6,1022.7,86,,,18.2,15.9,21281,159,3,1.7
2018,9,1,13:40,UTC,7,1022.6,84,,,18.3,15.6,20896,166,3.2,1.8
2018,9,1,13:50,UTC,7,1022.7,85,,,18.3,15.7,21795,169,2.8,1.8
2018,9,1,14:00,UTC,7,1022.6,84,,,18.3,15.5,19151,149,2.9,1.6
2018,9,1,14:10,UTC,7,1022.7,85,,,18.4,15.8,21554,165,2.9,1.8
2018,9,1,14:20,UTC,7,1022.7,84,,,18.3,15.7,19542,164,3.2,2.4
2018,9,1,14:30,UTC,7,1022.7,85,,,18.4,15.8,18735,155,3,2.4
2018,9,1,14:40,UTC,7,1022.8,86,,,18.4,15.9,18596,152,3.6,2.6
2018,9,1,14:50,UTC,7,1022.8,87,,,18.3,16.1,19789,131,3.3,2.3
2018,9,1,15:00,UTC,7,1022.9,87,,,18.1,16,20908,152,3.2,2.4
2018,9,1,15:10,UTC,7,1022.8,88,,,18,16,18185,142,3.2,2.1
2018,9,1,15:20,UTC,8,1022.8,89,,,17.9,16.1,17231,127,3,2.1
2018,9,1,15:30,UTC,8,1022.9,90,,,17.8,16,16780,140,3.2,2.4
2018,9,1,15:40,UTC,8,1023,91,,,17.6,16,18058,131,3.9,2.9
2018,9,1,15:50,UTC,8,1023,91,,,17.5,16,16984,133,3.7,2.6
2018,9,1,16:00,UTC,8,1023.1,91,,,17.5,15.9,17600,143,3.3,2.1
2018,9,1,16:10,UTC,8,1023.1,91,,,17.5,16,19664,142,2.8,2
2018,9,1,16:20,UTC,8,1023.2,91,,,17.4,16,17546,130,2.1,1.7
2018,9,1,16:30,UTC,8,1023.1,91,,,17.3,15.9,17726,122,3.3,2
2018,9,1,16:40,UTC,8,1023.1,92,,,17.2,15.9,19288,113,3,2
2018,9,1,16:50,UTC,8,1023.2,92,,,17.1,15.9,17541,118,3.5,2.1
2018,9,1,17:00,UTC,8,1023.2,92,,,17.1,15.9,17578,117,3.6,2.4
2018,9,1,17:10,UTC,8,1023.3,94,,,17,15.9,15420,100,2.5,1.4
2018,9,1,17:20,UTC,7,1023.3,94,,,16.9,16,10845,93,1.5,0.8
2018,9,1,17:30,UTC,7,1023.3,95,,,16.8,16,8573,85,1.3,0.9
2018,9,1,17:40,UTC,7,1023.3,96,,,16.7,16.1,10182,89,1.5,1
2018,9,1,17:50,UTC,8,1023.3,98,,,16.5,16.2,9777,96,2,1.4
2018,9,1,18:00,UTC,7,1023.4,98,,,16.4,16.2,9985,112,2.6,1.8
2018,9,1,18:10,UTC,7,1023.5,98,,,16.6,16.3,11088,131,2.8,2.3
2018,9,1,18:20,UTC,7,1023.5,98,,,16.4,16.1,10727,121,2.6,1.7
2018,9,1,18:30,UTC,7,1023.6,99,,,16.2,16,8784,107,1.4,0.8
2018,9,1,18:40,UTC,7,1023.6,100,,,16,16,7393,102,1.9,1.2
2018,9,1,18:50,UTC,5,1023.6,100,,,15.9,15.9,8721,87,2,1.5
2018,9,1,19:00,UTC,4,1023.6,100,,,15.8,15.8,7948,101,1.8,1.2
2018,9,1,19:10,UTC,2,1023.7,100,,,15.6,15.6,5299,103,2,1.5
2018,9,1,19:20,UTC,3,1023.7,100,,,15.3,15.3,822,91,1.3,0.9
2018,9,1,19:30,UTC,1,1023.7,100,,,15.2,15.2,482,110,1.7,1.3
2018,9,1,19:40,UTC,3,1023.7,100,,,14.9,14.9,260,147,1.4,0.8
2018,9,1,19:50,UTC,5,1023.6,100,,,15.1,15.1,271,111,1.3,0.7
2018,9,1,20:00,UTC,7,1023.6,100,,,15.4,15.4,3471,86,1.5,1
2018,9,1,20:10,UTC,7,1023.6,100,,,15.2,15.2,2625,14,1.1,0.6
2018,9,1,20:20,UTC,7,1023.7,100,,,15.2,15.2,3379,97,1.9,1.4
2018,9,1,20:30,UTC,7,1023.7,100,,,15.9,15.9,8222,77,3.2,2.2
2018,9,1,20:40,UTC,7,1023.8,100,,,15.6,15.6,7553,91,2.5,1.1
2018,9,1,20:50,UTC,3,1023.8,100,,,15.5,15.5,5809,93,2.4,1.5
2018,9,1,21:00,UTC,1,1023.8,100,,,15.3,15.3,3273,102,2.2,1.4
2018,9,1,21:10,UTC,1,1023.8,100,,,15.4,15.4,2151,100,1.9,1.3
2018,9,1,21:20,UTC,3,1023.8,100,,,14.8,14.8,265,102,1.5,1
2018,9,1,21:30,UTC,5,1023.9,100,,,15.1,15.1,340,0,0,0
2018,9,1,21:40,UTC,6,1023.9,100,,,14.3,14.3,109,0,0,0
2018,9,1,21:50,UTC,9,1024,100,,,14,14,116,307,0.9,0.7
2018,9,1,22:00,UTC,9,1024,100,,,14.1,14.1,123,333,0.8,0.5
2018,9,1,22:10,UTC,9,1024,100,,,13.4,13.4,97,0,0,0
2018,9,1,22:20,UTC,9,1024,100,,,13.7,13.7,116,126,1.4,1.1
2018,9,1,22:30,UTC,9,1024,100,,,13.1,13.1,80,239,0.9,0.5
2018,9,1,22:40,UTC,9,1024,100,,,13.4,13.4,65,343,1.3,0.9
2018,9,1,22:50,UTC,9,1024,100,,,13.1,13.1,308,70,1.2,0.8
2018,9,1,23:00,UTC,9,1024.1,100,,,13.3,13.3,247,107,1.2,0.9
2018,9,1,23:10,UTC,9,1024,100,,,13,13,150,0,0,0
2018,9,1,23:20,UTC,7,1024.1,100,,,13.5,13.5,178,116,0.9,0.6
2018,9,1,23:30,UTC,7,1024.1,100,,,13.5,13.5,161,0,0,0
2018,9,1,23:40,UTC,7,1024.1,100,,,13.4,13.4,203,273,1.1,0.5
2018,9,1,23:50,UTC,8,1024.1,100,,,13.7,13.7,180,342,1.6,1.2
2018,9,2,00:00,UTC,8,1024.1,100,,,14.1,14.1,3121,105,1.1,0.7
2018,9,2,00:10,UTC,8,1024.2,100,,,14.3,14.3,4846,161,1.8,1
2018,9,2,00:20,UTC,8,1024.3,100,,,14.1,14.1,3542,0,0,0
2018,9,2,00:30,UTC,8,1024.3,100,,,14,14,3226,0,0,0
2018,9,2,00:40,UTC,8,1024.3,100,,,14.1,14.1,2667,7,1.3,0.9
2018,9,2,00:50,UTC,8,1024.3,100,,,14.1,14.1,2543,346,2.6,2
2018,9,2,01:00,UTC,8,1024.3,100,,,14.4,14.4,2951,6,1.8,1.3
2018,9,2,01:10,UTC,7,1024.3,100,,,14.5,14.5,2462,108,1.7,1
2018,9,2,01:20,UTC,7,1024.4,100,,,14.1,14.1,1884,0,0,0
2018,9,2,01:30,UTC,7,1024.4,100,,,14.1,14.1,1098,0,0,0
2018,9,2,01:40,UTC,7,1024.5,100,,,14.2,14.2,894,323,1.1,0.7
2018,9,2,01:50,UTC,7,1024.5,100,,,14.1,14.1,660,324,1.1,0.9
2018,9,2,02:00,UTC,7,1024.6,100,,,14.3,14.3,1492,353,1,0.7
2018,9,2,02:10,UTC,8,1024.7,100,,,14.2,14.2,1140,0,0,0
2018,9,2,02:20,UTC,8,1024.7,100,,,14,14,381,0,0,0
2018,9,2,02:30,UTC,8,1024.8,100,,,14.2,14.2,402,0,0,0
2018,9,2,02:40,UTC,8,1024.8,100,,,14.3,14.3,832,0,0,0
2018,9,2,02:50,UTC,9,1024.8,100,,,14.4,14.4,856,84,0.8,0.6
2018,9,2,03:00,UTC,9,1024.9,100,,,14.5,14.5,306,345,0.9,0.6
2018,9,2,03:10,UTC,9,1024.9,100,,,14.4,14.4,208,308,0.8,0.5
2018,9,2,03:20,UTC,9,1025,100,,,14.6,14.6,138,283,1.1,0.6
2018,9,2,03:30,UTC,9,1025.1,100,,,14.7,14.6,113,242,1.7,1.2
2018,9,2,03:40,UTC,9,1025.1,100,,,14.8,14.8,168,298,2.2,1.7
2018,9,2,03:50,UTC,9,1025.2,100,,,14.8,14.8,231,286,1.9,1.4
2018,9,2,04:00,UTC,9,1025.3,100,,,14.9,14.9,274,271,1.2,0.8
2018,9,2,04:10,UTC,9,1025.3,100,,,14.9,14.9,245,296,1.7,1
2018,9,2,04:20,UTC,9,1025.4,100,,,14.9,14.9,322,316,2.2,1.5
2018,9,2,04:30,UTC,9,1025.4,100,,,14.8,14.8,287,335,1.1,0.6
2018,9,2,04:40,UTC,9,1025.3,100,,,14.9,14.8,532,348,1.1,0.7
2018,9,2,04:50,UTC,9,1025.3,100,,,15,15,435,0,0,0
2018,9,2,05:00,UTC,9,1025.4,100,,,14.9,14.9,376,3,0.9,0.6
2018,9,2,05:10,UTC,9,1025.5,100,,,14.9,14.9,267,331,2.2,1.4
2018,9,2,05:20,UTC,9,1025.6,100,,,15.1,15.1,275,325,2.7,2
2018,9,2,05:30,UTC,9,1025.8,100,,,15,15,227,331,3.2,2.3
2018,9,2,05:40,UTC,9,1025.9,100,,,15.1,15.1,228,343,2.9,2.1
2018,9,2,05:50,UTC,9,1026,100,,,14.9,14.9,277,297,3.1,2.1
2018,9,2,06:00,UTC,9,1026.1,100,,,15,15,412,297,2.7,1.9
2018,9,2,06:10,UTC,9,1026.1,100,,,15.1,15.1,668,288,2.9,2
2018,9,2,06:20,UTC,9,1026,100,,,15,15,1083,310,2.6,1.6
2018,9,2,06:30,UTC,8,1026,100,,,14.9,14.9,1118,349,2.3,1.5
2018,9,2,06:40,UTC,8,1026,100,,,14.7,14.7,838,291,2.1,1.2
2018,9,2,06:50,UTC,9,1026,100,,,15,15,1052,293,2.6,1.6
2018,9,2,07:00,UTC,8,1026.2,100,,,14.9,14.9,2784,316,2.9,2
2018,9,2,07:10,UTC,8,1026.2,100,,,15.2,15.2,2050,339,2.5,1.6
2018,9,2,07:20,UTC,8,1026.2,100,,,15.1,15.1,3569,277,2.1,1.4
2018,9,2,07:30,UTC,8,1026.2,100,,,15,15,6750,289,2.5,1.7
2018,9,2,07:40,UTC,8,1026.3,100,,,15.2,15.2,7702,299,1.7,1.1
2018,9,2,07:50,UTC,8,1026.4,100,,,15.2,15.2,9495,313,2.8,1.8
2018,9,2,08:00,UTC,8,1026.5,100,,,15.4,15.4,10531,308,2.4,1.5
2018,9,2,08:10,UTC,8,1026.6,100,,,15.6,15.6,12187,321,2.9,1.5
2018,9,2,08:20,UTC,8,1026.8,100,,,15.6,15.6,12507,339,3.1,2.1
2018,9,2,08:30,UTC,8,1026.9,100,,,15.7,15.7,19727,307,3.5,2.1
2018,9,2,08:40,UTC,8,1026.8,100,,,15.8,15.8,19790,331,4.1,2.1
2018,9,2,08:50,UTC,8,1026.9,100,,,16.2,16.1,26818,294,3.4,1.8
2018,9,2,09:00,UTC,8,1026.9,95,,,16.5,15.8,33317,358,3.4,2.2
2018,9,2,09:10,UTC,8,1026.8,92,,,17,15.7,43306,321,3.7,2.3
2018,9,2,09:20,UTC,8,1026.8,90,,,17.2,15.5,41509,358,3.4,1.9
2018,9,2,09:30,UTC,8,1026.8,91,,,17.4,15.8,37739,344,3.6,2.2
2018,9,2,09:40,UTC,8,1026.9,87,,,17.6,15.5,31922,308,3.3,2
2018,9,2,09:50,UTC,8,1027,87,,,17.8,15.6,39812,309,4.1,2.3
2018,9,2,10:00,UTC,8,1027.1,86,,,17.7,15.4,38383,320,4.9,2.7
2018,9,2,10:10,UTC,8,1027.2,86,,,17.6,15.2,41630,341,4.3,2.8
2018,9,2,10:20,UTC,8,1027.2,85,,,17.7,15.1,45939,326,5.1,3.5
2018,9,2,10:30,UTC,7,1027.2,84,,,17.9,15.1,37913,315,4.2,2.7
2018,9,2,10:40,UTC,7,1027.2,82,,,18.7,15.5,43288,321,4.4,2.4
2018,9,2,10:50,UTC,7,1027.2,81,,,18.1,14.8,46420,1,4.5,2.6
2018,9,2,11:00,UTC,4,1027.1,79,,,18.9,15.2,45439,12,3.6,1.5
2018,9,2,11:10,UTC,2,1027.2,79,,,19,15.2,33705,24,3.7,2.2
2018,9,2,11:20,UTC,0,1027.2,74,,,19.5,14.8,39336,21,3.7,1.7
2018,9,2,11:30,UTC,0,1027.2,74,,,19.8,14.9,36686,302,3.7,1.9
2018,9,2,11:40,UTC,1,1027.1,74,,,19.9,15.2,33830,338,3.8,1.6
2018,9,2,11:50,UTC,0,1027.1,72,,,19.7,14.6,35165,332,3.6,2.1
2018,9,2,12:00,UTC,1,1027,71,,,20.5,15,38040,327,4.6,1.7
2018,9,2,12:10,UTC,3,1027,70,,,20.4,14.9,35047,13,4.3,1.9
2018,9,2,12:20,UTC,2,1027.1,70,,,20.1,14.4,35588,359,4.2,2.2
2018,9,2,12:30,UTC,3,1027.2,71,,,20,14.6,47194,320,3.3,1.8
2018,9,2,12:40,UTC,4,1027.2,73,,,20.1,15.1,38802,302,2.7,1.5
2018,9,2,12:50,UTC,6,1027.2,73,,,20,15,48239,351,4.7,3
2018,9,2,13:00,UTC,7,1027.2,74,,,19.8,15,39429,9,3,1.9
2018,9,2,13:10,UTC,7,1027.2,76,,,20,15.5,33050,7,3.5,1.9
2018,9,2,13:20,UTC,7,1027.2,75,,,20,15.3,16647,2,2.2,1.4
2018,9,2,13:30,UTC,7,1027.1,74,,,20.1,15.3,42077,359,2.2,1.2
2018,9,2,13:40,UTC,7,1027.1,76,,,19.8,15.5,44656,292,2.8,1.1
2018,9,2,13:50,UTC,3,1027.2,81,,,19.5,16.1,39408,178,3.1,2.3
2018,9,2,14:00,UTC,3,1027.1,79,,,19.6,15.9,40235,182,3.6,2.7
2018,9,2,14:10,UTC,1,1027,77,,,20.1,16,35987,190,3.1,2.3
2018,9,2,14:20,UTC,1,1027.1,78,,,19.9,15.9,45614,181,3.3,2.4
2018,9,2,14:30,UTC,0,1027.1,80,,,19.8,16.2,40151,191,3.8,2.9
2018,9,2,14:40,UTC,0,1027.2,80,,,19.9,16.4,39146,188,3.4,2.8
2018,9,2,14:50,UTC,2,1027.1,80,,,19.9,16.3,37559,189,3.6,2.7
2018,9,2,15:00,UTC,1,1027.2,79,,,19.7,16,35542,181,4.1,2.9
2018,9,2,15:10,UTC,1,1027.1,80,,,20,16.5,35812,208,3.6,2.6
2018,9,2,15:20,UTC,1,1027.1,79,,,19.6,15.9,45375,201,3.7,2.4
2018,9,2,15:30,UTC,1,1027.1,81,,,19.5,16.2,36619,191,3.4,2.5
2018,9,2,15:40,UTC,1,1027.2,82,,,19.3,16.2,39240,187,2.9,2.2
2018,9,2,15:50,UTC,1,1027.2,84,,,19.1,16.3,30341,182,2.8,2.1
2018,9,2,16:00,UTC,2,1027.2,83,,,19.3,16.3,34299,185,2.7,2
2018,9,2,16:10,UTC,1,1027.2,83,,,19.2,16.3,35049,188,2.9,2.2
2018,9,2,16:20,UTC,1,1027.3,84,,,19.1,16.3,36892,188,2.6,2.1
2018,9,2,16:30,UTC,0,1027.4,84,,,19,16.3,38620,196,2.6,1.9
2018,9,2,16:40,UTC,0,1027.4,84,,,19,16.3,32754,187,1.8,1.3
2018,9,2,16:50,UTC,0,1027.5,87,,,18.5,16.3,32361,195,1.6,1.4
2018,9,2,17:00,UTC,0,1027.5,89,,,18.1,16.3,31645,216,1.7,1.2
2018,9,2,17:10,UTC,0,1027.5,90,,,17.8,16.1,27379,213,1.3,1
2018,9,2,17:20,UTC,0,1027.5,94,,,17.2,16.1,21856,189,1.5,0.8
2018,9,2,17:30,UTC,0,1027.5,96,,,16.7,15.9,14091,162,0.8,0.5
2018,9,2,17:40,UTC,0,1027.6,98,,,16.4,16.1,9775,109,0.8,0.7
2018,9,2,17:50,UTC,0,1027.6,99,,,15.9,15.7,1886,0,0,0
2018,9,2,18:00,UTC,0,1027.7,100,,,15.4,15.3,5455,0,0,0
2018,9,2,18:10,UTC,0,1027.8,100,,,15.3,15.3,5031,0,0,0
2018,9,2,18:20,UTC,0,1027.9,100,,,15.2,15.2,587,0,0,0
2018,9,2,18:30,UTC,0,1028,100,,,14.7,14.7,185,0,0,0
2018,9,2,18:40,UTC,1,1028,100,,,14.3,14.3,360,0,0,0
2018,9,2,18:50,UTC,0,1028,100,,,14.1,14.1,177,0,0,0
2018,9,2,19:00,UTC,0,1028.1,100,,,13.9,13.9,731,123,0.9,0.6
2018,9,2,19:10,UTC,0,1028,100,,,13.7,13.7,162,0,0,0
2018,9,2,19:20,UTC,0,1028,100,,,13.5,13.5,207,0,0,0
2018,9,2,19:30,UTC,1,1028.1,100,,,13,13,456,0,0,0
2018,9,2,19:40,UTC,1,1028.1,100,,,13.6,13.6,182,0,0,0
2018,9,2,19:50,UTC,3,1028.1,100,,,13.4,13.4,109,0,0,0
2018,9,2,20:00,UTC,9,1028.1,100,,,13,12.9,128,0,0,0
2018,9,2,20:10,UTC,9,1028.1,100,,,12.8,12.8,159,0,0,0
2018,9,2,20:20,UTC,4,1028.2,100,,,12.6,12.6,120,0,0,0
2018,9,2,20:30,UTC,9,1028.2,100,,,12.8,12.8,209,0,0,0
2018,9,2,20:40,UTC,9,1028.1,100,,,12.5,12.5,145,0,0,0
2018,9,2,20:50,UTC,9,1028.2,100,,,12.5,12.5,253,0,0,0
2018,9,2,21:00,UTC,3,1028.2,100,,,12.3,12.3,333,0,0,0
2018,9,2,21:10,UTC,2,1028.3,100,,,12.1,12.1,167,0,0,0
2018,9,2,21:20,UTC,1,1028.3,100,,,12.2,12.2,242,0,0,0
2018,9,2,21:30,UTC,2,1028.3,100,,,11.9,11.9,194,0,0,0
2018,9,2,21:40,UTC,9,1028.3,100,,,11.7,11.7,147,0,0,0
2018,9,2,21:50,UTC,3,1028.3,100,,,12.3,12.3,2009,101,1,0.8
2018,9,2,22:00,UTC,2,1028.3,100,,,11.8,11.8,186,19,0.7,0.5
2018,9,2,22:10,UTC,9,1028.2,100,,,11.6,11.6,264,0,0,0
2018,9,2,22:20,UTC,4,1028.2,100,,,12.1,12.1,89,0,0,0
2018,9,2,22:30,UTC,9,1028.3,100,,,11.4,11.4,136,0,0,0
2018,9,2,22:40,UTC,5,1028.3,100,,,11.5,11.5,107,22,0.8,0.5
2018,9,2,22:50,UTC,3,1028.3,100,,,11.4,11.4,210,0,0,0
2018,9,2,23:00,UTC,2,1028.3,100,,,11.7,11.7,203,0,0,0
2018,9,2,23:10,UTC,2,1028.3,100,,,11.1,11.1,100,0,0,0
2018,9,2,23:20,UTC,2,1028.3,100,,,10.8,10.8,81,0,0,0
2018,9,2,23:30,UTC,3,1028.3,100,,,11.4,11.4,131,0,0,0
2018,9,2,23:40,UTC,1,1028.3,100,,,11,11,113,110,0.7,0.6
2018,9,2,23:50,UTC,2,1028.3,100,,,10.3,10.3,261,0,0,0
2018,9,3,00:00,UTC,9,1028.4,100,,,10.7,10.7,237,0,0,0
2018,9,3,00:10,UTC,9,1028.4,100,,,11.2,11.2,187,0,0,0
2018,9,3,00:20,UTC,9,1028.3,100,,,10.8,10.8,178,0,0,0
2018,9,3,00:30,UTC,9,1028.4,100,,,10.5,10.5,120,0,0,0
2018,9,3,00:40,UTC,9,1028.4,100,,,10.3,10.3,238,0,0,0
2018,9,3,00:50,UTC,9,1028.4,100,,,10.1,10.1,202,0,0,0
2018,9,3,01:00,UTC,4,1028.4,100,,,10,10,204,0,0,0
2018,9,3,01:10,UTC,9,1028.4,100,,,9.7,9.7,274,0,0,0
2018,9,3,01:20,UTC,9,1028.3,100,,,10,10,224,0,0,0
2018,9,3,01:30,UTC,9,1028.3,100,,,10.2,10.2,126,0,0,0
2018,9,3,01:40,UTC,9,1028.4,100,,,9.5,9.5,108,0,0,0
2018,9,3,01:50,UTC,9,1028.4,100,,,10.1,10.1,166,343,0.7,0.5
2018,9,3,02:00,UTC,5,1028.4,100,,,9.8,9.8,198,10,0.9,0.6
2018,9,3,02:10,UTC,3,1028.4,100,,,9.7,9.7,230,0,0,0
2018,9,3,02:20,UTC,3,1028.4,100,,,9.5,9.5,161,0,0,0
2018,9,3,02:30,UTC,9,1028.3,100,,,9.8,9.8,265,0,0,0
2018,9,3,02:40,UTC,9,1028.3,100,,,9.6,9.6,158,0,0,0
